,student name,age,average mark
2336,Joyce Taylor,26,1.67
4838,Timothy Kilgore,26,3.6
9,Tonya Garrett,26,3.59
4811,Holley Partain,26,7.6
181,Darin Miller,26,8.33
1143,Stephanie Drish,26,5.69
948,John Oconnor,26,1.28
1142,Donna Sanfilippo,26,9.35
4285,Billy Butler,26,0.68
2349,Marisela Corf,26,7.75
3280,Sandra Maloy,26,3.85
504,Emma Peyton,26,9.38
3286,Margaret Price,26,9.11
4277,Sandra Thuss,26,0.07
2310,Rebecca Patrick,26,2.58
2377,Veronica Velasco,26,5.9
2307,Shirley Redmon,26,9.64
317,Jacob Durbin,26,5.55
3295,Michael Goree,26,7.37
2302,Tina Larios,26,6.89
318,Walter Howard,26,5.61
2297,Aaron Lopez,26,3.08
3225,Matthew Garcia,26,1.69
3305,Doris Crasco,26,3.97
532,Sean Sines,26,9.61
2289,Steven Hobson,26,3.83
2387,Vernon Mcfadden,26,2.45
2155,Tyler Rhodes,26,2.14
2459,Joseph Walsh,26,2.45
1996,Eugene Scarborough,26,3.41
4485,Diane Roberts,26,8.46
1227,Jose Nichols,26,3.14
3518,Angela Bates,26,1.77
630,Keith Burke,26,2.91
2508,Mary Mandujano,26,8.52
4880,Kelly Bernier,26,3.22
3511,Andrew Rivera,26,6.45
1093,Rita Reddick,26,8.39
3521,Paul Rheaume,26,4.28
2059,Robert Chavez,26,7.89
625,Cindy Payne,26,9.0
1221,Nancy Ligon,26,7.68
2064,Lonnie Singer,26,3.04
202,Karen Robertson,26,0.68
1095,Victor Rose,26,6.16
632,Kathleen Sundberg,26,9.8
635,Angelica Thomas,26,7.01
2460,David Higdon,26,2.16
3538,Victoria Adkins,26,4.21
3554,Jennifer Rush,26,3.33
913,Richard Goldizen,26,2.25
3550,Richard Dean,26,9.22
3542,Arturo Muller,26,9.41
1083,Barbara Johnson,26,0.27
3090,Mary Rivera,26,5.78
1085,Julie Gracey,26,6.14
4736,Benny Ferrer,26,9.54
2016,Jeffrey Runion,26,4.6
4489,Kyle Snodgrass,26,8.42
916,Beatrice Coonrod,26,7.6
2022,Ramona Brame,26,2.36
279,Alberta Hane,26,5.83
979,Helen Bunnell,26,9.18
2069,Kirk Smith,26,9.21
3489,Jamie Ciraulo,26,2.82
4225,Alex Epstein,26,8.85
4865,Kelly Washinski,26,0.36
605,Dan Smith,26,6.03
962,Mary Byrd,26,9.13
4768,Jennifer Niles,26,7.64
2473,James Duke,26,9.43
598,Henry Hirsch,26,6.13
1204,Andrew Stowers,26,8.45
4863,Elva Ferguson,26,3.64
2493,Jeff Ulcena,26,4.82
463,Angela Hairston,26,2.07
4774,James Young,26,7.26
3432,Daniel Decker,26,1.95
1195,Jerry Hershey,26,1.4
4241,Valarie Free,26,4.02
2463,Ronald Green,26,7.58
2113,Brooke Plater,26,7.66
4323,Viola Nalevanko,26,2.32
3465,Kevin Mead,26,4.36
1209,Edmund Medrano,26,7.52
610,Pauline Lacourse,26,7.03
3467,Victoria Dahms,26,2.75
3468,Tanya Pena,26,0.84
4755,Alan Pitsch,26,9.1
3473,Sylvia Lovitt,26,2.41
268,Eric Davis,26,7.99
452,Willie Butler,26,0.04
4228,Eugene Becnel,26,5.51
3483,Arthur Chaffee,26,9.86
3146,Andrew Jessee,26,4.37
278,Stephen Munns,26,5.64
3142,Erwin Vito,26,2.36
2079,Candace Fowler,26,5.53
4620,Damion Balderas,26,6.59
2352,Victoria Odonnell,26,7.16
4138,Viviana Belk,26,6.09
2802,Ignacio Minick,26,2.39
810,Austin Rivet,26,9.31
2933,Virginia Jacobs,26,1.63
4567,Myron Esmond,26,8.94
2869,Robert Joseph,26,3.35
2835,Pamela Kelley,26,8.0
4939,Timothy Pittman,26,1.02
4133,Joseph Fetner,26,5.18
3808,Robert Parrino,26,2.62
3939,June Deberry,26,2.25
1588,David Surber,26,0.25
147,Cassandra Trout,26,7.79
1526,Charles Johnson,26,1.46
3894,Heather Hunt,26,8.51
1667,Emma Ward,26,6.85
4976,Todd Delgado,26,3.17
80,Jennifer Sinclair,26,8.01
3815,Sarah Smith,26,0.09
4022,Edward Boyd,26,6.7
1613,Mireille Holmes,26,2.51
4375,James Walker,26,8.86
253,Patricia Gizzi,26,2.38
4607,Nidia Dougherty,26,2.95
75,Jeffery Ona,26,6.61
2727,Robert Dewitt,26,4.29
4025,Laura Aguilar,26,5.78
844,Henry Seaman,26,8.92
2675,Edward Mewborn,26,5.66
1352,Eugene Barrett,26,4.84
2767,Kenneth Garcia,26,3.42
4550,Anthony Smith,26,6.88
4526,Yvonne Kilpatrick,26,2.12
3942,James Curtis,26,3.37
4392,Marty Buchholtz,26,4.57
3,Mary Stockton,26,4.64
1516,Cynthia Chung,26,5.29
1465,William Thornton,26,2.65
1603,Samira Romano,26,8.11
231,Rhonda Hickman,26,3.56
3958,John Philson,26,6.68
1462,James Davis,26,3.92
61,Ali Frisch,26,4.67
3841,James Payne,26,8.64
1654,James Becker,26,0.94
3845,Katelynn Noe,26,1.31
3847,David Stewart,26,6.1
3888,Albert Little,26,3.58
1008,Gertrude Evans,26,8.33
836,Frankie Sand,26,8.11
838,Becky Williams,26,1.16
1368,Jon Simpson,26,9.9
2844,Katherine Peterson,26,3.44
1518,Terrance Canty,26,9.41
2898,Hal Susana,26,0.52
2787,Scott Pinkston,26,8.81
3890,Lawanda Hayes,26,2.39
3891,Chelsea Elem,26,6.65
1659,Rose Martin,26,7.36
1474,Eddie Morris,26,2.82
1355,Joanna Anaya,26,7.89
3839,Frances Smith,26,0.22
1642,James Maggard,26,7.49
1594,Todd Ibanez,26,1.71
1038,Rosario Anderson,26,9.96
1026,Kevin Silva,26,2.87
4953,Teresa Mobley,26,0.15
1439,Cheryl Knight,26,2.86
1384,Donna Battle,26,1.81
2855,Cecille Hite,26,8.69
3971,Muriel Hodge,26,1.12
1565,Tami Grimes,26,9.76
3793,Robert Verdino,26,7.97
1550,Armando Baker,26,8.43
874,Vicente Breitbart,26,1.22
1499,Lionel Mcdermott,26,4.12
4052,Gayle Rupp,26,5.48
761,Dorothy Jones,26,5.76
1714,Anthony Boutwell,26,0.3
3908,Gary Settle,26,6.32
980,Andrew Seamon,26,2.64
2704,Janice Lacombe,26,6.97
2831,Sonia Carter,26,0.0
2946,Elaine Scott,26,4.32
1689,Brian Hughes,26,6.66
2770,Billy Wells,26,4.87
1551,Florence Clyne,26,7.26
4101,Emanuel Parr,26,9.49
3914,Matthew Bonato,26,3.2
999,Caroline Peacock,26,3.85
4935,Robert Johnson,26,9.49
3784,Angela Winsley,26,5.27
4540,Brian Rinks,26,0.04
4574,William Gilbert,26,7.23
143,Marlene Maloney,26,0.45
1722,Thomas Garner,26,3.54
3909,Rosa Wilkes,26,4.55
1314,Debra Chiapetti,26,4.98
2736,Brenda Bourque,26,7.26
1312,Tomeka Sharp,26,5.22
1411,Ted Veyna,26,1.58
2964,Brian Collins,26,7.17
4952,Jennifer Little,26,7.51
1375,Jerry Leffew,26,2.17
1493,Cathy Blair,26,7.87
1320,Donna Pua,26,8.87
1003,Rita Johnson,26,9.85
2921,Deborah Smith,26,3.36
4549,Lora Hixon,26,1.05
1698,Ronald Barber,26,1.12
2941,Christine Perez,26,8.81
2670,Blanche Pierre,26,2.14
2939,Esther Sargent,26,7.23
2922,Robert Jones,26,6.93
2872,Katherine Caldwell,26,3.38
1572,Collin Kane,26,9.11
2876,Walter Engemann,26,3.09
4548,Jennifer Torres,26,9.16
2807,Andrew Walker,26,5.61
2728,Carol Rippel,26,5.07
4609,Cheryl Payne,26,1.33
70,Heather Mcgee,26,3.25
1035,Ethel Rhea,26,4.37
4608,Monica Marshall,26,7.56
3900,Rickey Dargis,26,7.74
2810,John Hemingway,26,4.4
1017,Sebastian Kelly,26,8.21
4073,David Hassett,26,3.71
1344,Karina Steele,26,7.92
239,Christine Beal,26,7.7
2863,Marilyn Varos,25,0.58
1200,Mark Rathbum,25,2.44
822,Christy Puckett,25,5.93
3167,James Berenbaum,25,1.8
823,Martin Reyes,25,7.95
594,Kayla Jansen,25,2.19
2133,Robert Motte,25,3.46
4317,Harry Murillo,25,5.82
269,Ramon Clements,25,6.31
1371,Joseph Myers,25,0.68
3165,Solomon Scanlon,25,8.29
2134,Leola Vinroe,25,5.35
4240,Diane Cox,25,7.66
2461,Janice Griffin,25,0.14
1507,Denise West,25,4.16
320,Dave Gipson,25,7.32
3164,Joyce Wainer,25,5.56
3778,Benjamin Monday,25,0.83
2754,Donald Johnson,25,9.43
2129,Larry Coker,25,7.66
1545,Leah Holt,25,5.46
618,Diane Reid,25,6.84
2082,Maria Hutchinson,25,2.69
4110,Taisha Beard,25,0.1
1218,Shirley Lee,25,7.83
3141,James Wisner,25,2.35
2072,Vita Jordan,25,9.77
3492,Clara Edwards,25,4.09
1096,Walter Bryson,25,2.65
622,Eileen Casavant,25,9.6
4528,Seth Evans,25,9.75
1533,Tama Davis,25,7.58
356,Vincent Lim,25,0.16
2498,Margaret Mcfaddin,25,2.58
1094,Mira Beighley,25,7.13
4417,Juanita Hernandez,25,7.28
922,Melanie Martin,25,2.08
3924,Thomas Duncan,25,8.74
2051,Brian Lambrecht,25,3.41
2050,Sharon Gamble,25,6.92
2739,Diane Gutierrez,25,4.57
1536,Claire Young,25,9.11
44,Jon Soto,25,7.6
4577,Stanley Chaves,25,3.39
814,Lewis Walker,25,9.27
819,Carolyn Stiles,25,3.48
4580,Ruth Stanesic,25,4.81
3159,Carol Holland,25,7.11
603,Leon Smith,25,4.81
2866,Charles Beeson,25,8.9
3158,Maria Erwin,25,6.4
2116,Debra Jalbert,25,4.85
3458,Kelly Neville,25,7.28
3156,Johnnie Gaillard,25,2.51
4763,Barbara Capps,25,8.42
1215,Steven Kafka,25,9.97
2759,Roy Hopper,25,0.05
4968,Clarence Herman,25,2.59
812,Holly Marion,25,1.86
1211,Lawana Perez,25,7.27
468,Marcus Walk,25,5.47
1530,Cathy Odonnell,25,7.5
2095,Ivan Skerl,25,6.61
4229,Jacob Sultemeier,25,2.19
306,Lillian Battee,25,3.87
3977,Gary Baker,25,2.55
2199,Robert Foreman,25,1.88
4316,Thomas Torre,25,4.95
2273,Linda Ryan,25,4.37
847,Lesia Meginnes,25,3.33
4817,Sally Knight,25,9.5
4844,Barbara Mann,25,9.66
3306,Jordon Abner,25,5.5
2386,Jennifer Boyd,25,1.97
4533,Lynda Blackwell,25,5.11
3222,Michael Parga,25,5.6
497,Jason Wharton,25,2.8
4301,Leland Arnold,25,7.35
2396,Jill Spangler,25,3.21
72,Nick Nakano,25,6.02
2397,James Garcia,25,5.12
2272,Miriam Brooks,25,6.8
3229,Carlo Brown,25,4.08
37,Jennifer Rahm,25,5.08
1159,Dustin Apodaca,25,4.78
3208,Abbie Stanton,25,9.0
1445,Celeste Alvarez,25,5.29
4803,Essie Flint,25,9.93
4084,Shawn Johnson,25,5.7
2262,Kelvin Orick,25,3.75
4801,Taryn Wallace,25,2.79
4553,Will Burgess,25,1.23
2259,Rodney Riley,25,9.43
2258,James Crowson,25,4.14
4017,Gary Hayslip,25,1.97
526,Patsy Morton,25,8.48
36,Cole Thomas,25,3.01
1191,Lee Affolter,25,2.3
4058,Jan Jensen,25,9.29
860,Doris Dix,25,2.14
859,Robin Cannellos,25,1.28
2342,Helen Beyl,25,6.77
180,Katelyn Scheffel,25,2.48
1410,Lindsey Samples,25,9.58
4542,Wendy Fridman,25,4.23
2335,Travis Szczesny,25,9.99
1413,Wilma Hunt,25,2.87
3250,Katherine Malton,25,9.9
506,Aimee Taylor,25,3.85
2365,Melissa Martin,25,8.18
1135,Grace Degan,25,4.01
4465,Ben Lechner,25,7.87
1154,Neal Stella,25,7.18
4051,Danielle Zent,25,3.61
3235,Rudolph Salvemini,25,9.6
2319,Charlie Rice,25,2.63
502,Wendell Fields,25,1.43
3231,Pedro Davies,25,4.05
2313,Adam Bristow,25,2.96
4070,Christina Waters,25,9.84
2811,Juanita Cohen,25,3.0
521,Edward Walker,25,9.75
1002,Dawn Jerome,25,5.87
4298,Harriet Fabian,25,7.88
2834,Betty Stacey,25,5.97
4847,Yolanda Hubbard,25,5.57
3205,Mary Orozco,25,9.51
4271,Robyn Martin,25,2.98
1483,Betty Hardy,25,9.61
1006,Donald Gordon,25,8.42
476,Rebecca Micheals,25,3.7
2436,Lawrence Mitcham,25,9.2
3371,Scott Jefferson,25,8.88
2879,Julia Connelly,25,3.47
1113,Angelina Hankin,25,5.88
2193,Kevin Lusk,25,8.26
2846,Diana Bardon,25,5.17
3176,David Scalf,25,6.76
3378,Ann Walsh,25,2.63
1177,Jon Leger,25,7.59
341,Dolores Green,25,9.25
4413,Stephanie Deer,25,9.57
335,Gidget Bacon,25,5.7
1489,Janet Willey,25,1.56
2774,Mary Alvarez,25,7.24
2446,Sherry Amezaga,25,0.14
4309,Carole Roberts,25,6.88
1185,Beverly Miller,25,6.49
4447,Albert Catron,25,9.37
325,Seymour Roper,25,3.18
2167,Doris Brinker,25,3.01
1188,Lamar True,25,9.92
2451,Jammie Guidry,25,0.69
4860,Jennifer Hardin,25,7.29
2163,John Monroe,25,1.69
2434,Arthur Ashley,25,0.73
4260,Marilyn Cain,25,8.46
4412,Stefanie Fowler,25,7.78
3361,Eugene Crate,25,8.4
4014,Danielle Manges,25,5.75
953,Hanna Ruiz,25,2.0
2799,Michael Soza,25,4.65
4013,James Matinez,25,0.19
2408,James Kozlowski,25,2.41
2410,Eddie Bradshaw,25,2.16
1123,Heather White,25,9.41
2413,David Lamberth,25,4.58
3199,Carol Fitting,25,1.27
3330,Kathy Long,25,8.63
313,Jackie Green,25,0.42
2237,Mavis Sutton,25,6.1
4450,Galen Tufte,25,9.46
4263,Vivian Boyd,25,9.57
484,Anthony Cisneros,25,5.58
559,Marilee Forker,25,8.96
1167,Matthew May,25,6.69
4561,Myra Lacey,25,2.57
4449,Bobby Alexander,25,1.08
3343,Denise Marc,25,3.1
4851,David Collins,25,1.65
564,Isabel Battey,25,1.72
4090,Jan Green,25,4.79
4470,Dustin Sherburne,25,0.98
2428,Elizabeth Mcqueen,25,6.47
1555,Zachary Dubois,25,3.55
2735,Amanda Rolon,25,4.83
4332,Nancy Baca,25,3.17
2596,Jennifer Roberts,25,6.64
1877,Ralph Archuleta,25,7.88
4599,Lisa Hites,25,1.11
972,Rose Yang,25,4.81
1872,Vernon Scavone,25,2.94
1652,Janice Fugitt,25,6.31
3015,Nancy Layman,25,4.4
1867,Jake Beauregard,25,2.01
4169,Francisca Swearinger,25,5.51
1061,Matthew Garcia,25,3.05
1282,Patricia Wheeler,25,4.3
158,Daryl Wells,25,5.63
1655,David Pesce,25,0.94
1649,Brent White,25,3.52
1060,Taylor Campos,25,9.04
4130,Richard Zampieri,25,9.21
703,Melinda Johnson,25,8.04
881,Terence Mora,25,6.69
1658,Dorothy Ward,25,8.52
375,Ellen Jeffers,25,4.25
4667,Helen Jordan,25,4.21
706,William Mathias,25,4.91
780,Gerald Goodman,25,3.64
2609,Luella Diego,25,7.39
707,Keith Ferguson,25,0.22
695,Richard Nunez,25,6.37
3648,Donovan Forrest,25,2.29
1928,Ervin Maroney,25,3.11
4495,Boyce Burke,25,9.11
1068,Wanda Medlock,25,6.2
1922,Ingrid Carter,25,4.71
1921,Ileana Campbell,25,4.98
1623,Margaret Jones,25,5.07
1625,Audrey Black,25,0.06
4686,Paulina Wallace,25,2.26
790,Tim Dawson,25,4.6
4123,Carlos Gilpin,25,0.61
1906,Amy Sell,25,9.42
4913,Kent Shute,25,1.05
3856,Debra Lambrakis,25,1.8
3635,Manuel Kozlowski,25,8.05
1883,Debbie Cotton,25,7.52
1639,Veronica Olson,25,1.94
58,Mary Wagner,25,7.97
215,Scott Jackson,25,1.1
3850,Willa Lowe,25,6.73
1894,Ashley Garcia,25,5.74
1270,Alvaro Jamieson,25,8.2
3639,Lorene Bazin,25,9.34
3022,Fred Turkel,25,1.89
3110,Marilyn Jones,25,2.61
692,Christopher Brown,25,6.27
3642,Shonda Marro,25,1.01
405,Letitia Bowens,25,0.22
1839,David Spratley,25,9.2
4605,Benjamin Gomez,25,5.67
3744,Lisa Gonzalez,25,2.11
732,John Jahnke,25,1.32
2942,Linda Barnett,25,6.13
1776,Ronald Bowers,25,4.11
1701,Brian Davis,25,6.95
4,Jose Graham,25,6.56
1321,Jean Burgos,25,3.28
3739,Scott Omalley,25,6.14
1703,Steven Brown,25,8.59
1301,Shauna Mckean,25,1.81
2641,Sylvester Williams,25,1.87
4627,Marion Anchors,25,9.01
740,Florence Graham,25,9.74
4659,Theresa Barrocas,25,6.18
1757,Mary Martinez,25,7.21
3749,Andrea Arredondo,25,8.23
2644,Cynthia Uhlig,25,4.15
1752,Nancy Mooring,25,2.39
1316,Thomas Scott,25,8.44
1048,Michelle Griffin,25,0.9
2969,Scott Street,25,4.04
3787,Audrey Payne,25,3.06
3761,Alfonso Rutledge,25,7.25
1739,Michael Bennett,25,8.94
751,James Lewis,25,3.06
1697,William Solomon,25,8.98
1787,Thomas Sawyer,25,5.07
3722,Lucille Trentman,25,3.48
3715,Sonia Spain,25,9.12
3001,Mary Friedle,25,9.02
4658,Frank Holmes,25,4.36
713,Samantha Rucker,25,4.85
714,Abram Vargas,25,5.9
1329,Jane Middleton,25,4.21
2617,Brittany Pendleton,25,9.0
2618,Phillip Adamson,25,4.64
4431,Yvette Simoneau,25,5.79
717,Dawn Damon,25,2.34
1328,Crystal Faucher,25,7.43
4937,Joan Burke,25,0.69
2622,Amanda Waller,25,1.61
3816,Novella Farina,25,3.85
1817,David Lee,25,9.29
4134,Seymour Stevenson,25,4.91
721,Sherri Burt,25,0.69
1290,Leslie Connell,25,4.97
2625,Leon Weber,25,4.38
2991,George Miller,25,8.99
2674,James Wood,25,5.34
770,Fernando Bailey,25,5.93
4925,Harry Oliver,25,9.84
729,Angelia Allen,25,1.13
793,Weldon Edwards,25,0.64
3848,Bill Hill,25,0.61
259,Maria Stephenson,25,6.49
1600,Herman Corell,25,7.55
1231,Bill Hicks,25,1.8
3569,Robert Affolter,25,5.29
4714,Robert Lollis,25,2.71
126,Donald Bowers,25,7.8
431,Vivian Hay,25,2.1
965,Doris Wyant,25,6.35
1969,Amanda Myers,25,0.87
2555,Theresa Whitaker,25,3.43
2026,Bessie Deaton,25,6.74
798,Jean Pflieger,25,7.44
3586,Nathan Strange,25,6.26
1249,Flora Edwards,25,9.02
2556,Martha Pesqueira,25,2.11
1962,Maria Lawson,25,7.86
2007,Francisco Kiser,25,7.03
1959,Krystal Cameron,25,1.99
2028,Jonathan Worthington,25,6.44
4734,Christopher Osborn,25,2.96
4396,Michael Frediani,25,4.89
875,Andrea Knodel,25,0.68
2559,Nina Robinson,25,0.4
3555,Jay Scott,25,7.73
4339,Marion Donnerberg,25,5.5
3539,Rosie Kittleson,25,3.61
3074,Christopher Warner,25,9.67
1024,Matthew Pena,25,1.37
3073,Roy Sonnier,25,0.45
4525,Edward Knoll,25,8.57
801,Priscilla Miller,25,6.76
1995,Clifford Starnes,25,4.69
3556,Eric Miller,25,3.48
2521,Oscar Freeman,25,6.01
1589,Frances Allen,25,9.87
2523,Sue Herrera,25,7.04
2537,Irene Carpenter,25,6.85
987,Gene Bolin,25,6.1
2886,Jesus Rodriguez,25,4.99
643,Tommy Newton,25,0.56
4890,Edward Barbee,25,2.65
1243,Robert Sauvageau,25,3.72
1604,Melvin Warren,25,0.31
1250,Brandon Rhodes,25,7.91
669,Katherine Summers,25,4.16
2709,Kelly Hickey,25,4.35
4589,Merle Eberhardt,25,0.99
1262,Magdalena Boelter,25,5.08
1933,Minnie Spearman,25,8.16
3877,Robert Harmon,25,7.34
125,Tiffany Tripp,25,8.82
2565,George Cooley,25,0.2
1349,Heather Dickey,25,2.37
905,Clyde Watson,25,7.94
4586,Terry Killough,25,3.16
3917,Margarita Acquaviva,25,1.66
1564,Elizabeth Cuningham,25,0.51
1932,Robert Lokken,25,0.94
3049,Sylvia Jorgensen,25,5.96
4207,Karla Abbott,25,2.1
212,Karine Norton,25,3.13
3611,Moses Marcotte,25,2.15
1074,Tony Granby,25,3.52
3052,Marie Chavez,25,0.76
2655,Thomas Davila,24,7.08
2937,Barbara Mcdermott,24,8.18
41,Mary Pettey,24,4.74
2490,Crystal Leblanc,24,1.56
2875,Charles Meier,24,4.15
2740,Greg Smith,24,8.63
3259,Linda Wise,24,2.42
4408,James Gutierrez,24,9.53
2512,Marco Baughman,24,5.38
398,Timothy Waggner,24,8.44
446,Carolyn Bell,24,8.45
2673,Elmer Lovelady,24,6.28
354,Barbara Carlyle,24,2.96
2989,William Brown,24,3.9
384,Owen Johnson,24,7.01
2829,Patty James,24,8.67
3212,Aileen Strickland,24,8.22
1129,Jessie Harrison,24,2.93
4409,Robert Whelton,24,7.66
2751,Victoria Theus,24,4.2
4372,Michael Ramirez,24,9.61
2628,Billy Gutierrez,24,3.38
151,Eric Sawyer,24,9.2
3118,Manuel Fernandez,24,2.12
2358,Jeffry Null,24,2.63
3131,Earl Giles,24,7.78
2661,Gordon Knight,24,9.7
2642,Ashleigh Baichan,24,4.21
137,William Rayl,24,7.62
4985,Mary Dawson,24,1.29
2814,Stuart Sammarco,24,0.23
4297,Georgia Winston,24,2.47
4936,Audra Fowler,24,9.58
3243,Travis Pavlovic,24,4.98
2830,Clinton Clower,24,7.32
4336,Rosa Lee,24,1.65
4932,Mildred Jobe,24,1.64
1001,Dominick Lange,24,2.46
2833,Gregory Banks,24,2.0
4929,Steve Ecklund,24,6.3
3254,Olive Padula,24,5.37
179,Kevin Jackson,24,4.31
3137,Shannon Nelson,24,2.52
2959,Camilla Hauger,24,7.89
3128,Roy Panahon,24,0.29
2883,James Aguinaldo,24,2.1
4934,Marguerite Copenhaver,24,4.66
395,Donald Richardson,24,2.88
2983,Patrick Chadwick,24,5.86
4881,Jeffrey Parker,24,3.63
2636,William Roberts,24,8.12
2981,David Lewis,24,9.41
4428,Joseph Lechner,24,6.01
467,James Cook,24,3.53
1039,Rose Cullen,24,2.42
3034,Kelly Meyer,24,1.08
1106,Leslie Ahern,24,6.1
4442,Ben Hottinger,24,1.43
4353,William Broderick,24,2.8
2786,Chris Sloan,24,1.11
1014,Linda Zanola,24,9.15
2788,Joyce Davis,24,2.44
2901,Joetta Minelli,24,8.51
4957,Justin Nelson,24,5.72
4898,Alfred Doran,24,4.44
2792,Nicole Mccalla,24,3.72
2687,David Weaver,24,9.45
1007,Doris Demers,24,5.91
2925,Denise White,24,0.04
2865,Peggy Johns,24,7.71
2472,Jeanine Yoshizumi,24,3.79
282,Barbara Mcfarland,24,5.55
473,Patricia Sanchez,24,9.11
412,James Johnson,24,2.64
2848,Barbara Raby,24,3.55
465,Richard Lopinto,24,8.64
4905,Robert Gaudreau,24,9.89
139,Mary Grev,24,4.14
3037,Edward Capps,24,5.34
1030,Shannon Hagle,24,3.4
2449,Tiffany Mccord,24,9.86
4378,Betty Cox,24,9.44
2705,Mark Mcmullen,24,7.28
2906,Russell Weekes,24,1.21
2579,Christine Wright,24,1.07
4973,Laura Wilson,24,8.55
4420,Peggy Oneal,24,6.35
991,Carol Martinez,24,0.35
155,Luther Grandfield,24,6.77
2768,Herbert Howry,24,7.98
3053,Carol Woodard,24,7.24
2836,Elaine Pugsley,24,4.94
1082,Kelly Redman,24,8.19
2607,Hollis Roehl,24,0.33
4303,Julio Swain,24,8.28
3204,Emily Benson,24,1.4
3004,Regina Gable,24,7.76
4960,Leroy Whitney,24,6.8
1072,Reginald Zamora,24,2.28
4878,Hyman Aronson,24,9.42
2612,Peter Barker,24,7.31
3002,Richard Tabor,24,4.41
362,Rachel Dekker,24,1.19
494,James Tyson,24,2.24
4962,Jessica Hogan,24,7.69
1079,Charles Wallace,24,5.06
2892,Gary Daugherty,24,7.08
2726,Jamie Tolles,24,7.4
4401,Fernando Smith,24,0.75
2539,Leon Pike,24,0.68
4432,Sidney Tiry,24,4.03
3186,Virginia Smith,24,0.97
3200,Michael Davis,24,6.53
2427,Linda Kilpatrick,24,6.84
4853,Esther Oshita,24,8.42
4354,Jennifer Young,24,4.91
2553,Bianca Jewell,24,3.46
3197,Donna Anderson,24,7.98
351,Pearl Miller,24,3.47
2798,Norma Surface,24,1.35
39,Linda Fitzpatrick,24,3.11
2417,Corey Decambra,24,9.45
1120,Marni Jones,24,9.42
2602,Mary Peller,24,8.45
4872,Anthony Ingram,24,0.24
2545,Claudia Murray,24,7.93
4873,Wallace Kelly,24,6.09
4455,Mark Yount,24,1.72
3071,Michael Gaydosh,24,5.97
1399,Tillie Hayes,24,4.88
8,Isabelle Paxton,24,8.15
4642,Peter Devlin,24,9.35
1806,Roberta Obermeyer,24,2.0
89,Lela Grosso,24,2.97
1812,Ken Knox,24,4.35
1819,Tyrone Werner,24,2.61
1820,Candy Leland,24,7.37
3686,Beulah Martin,24,5.0
1827,Perry Kirk,24,8.09
715,Donna Cuevas,24,3.31
258,Brian Watts,24,6.33
4660,Mary Donovan,24,6.31
1843,Thomas Garwood,24,1.84
1845,Kenny Wilcox,24,5.55
3671,Michael Davis,24,7.87
4671,Maria Woods,24,1.68
898,Rodney Gilchrist,24,4.0
1855,Julia Daniels,24,3.57
3658,Malcolm Kealoha,24,8.1
3704,Cecil King,24,4.22
4636,Shawn Bell,24,6.47
1864,Thomas Martin,24,2.15
3723,Rose Moll,24,9.59
1710,Eli Hanson,24,7.16
4512,Edward Hilton,24,4.32
1315,Lyndon Cheever,24,2.16
3786,Emilia Wells,24,9.07
3785,Robert Waterbury,24,9.17
4617,Leonard Cochran,24,1.54
890,Jennifer Boyer,24,5.35
3781,Mark Houpe,24,2.33
3777,Diego Crawford,24,3.88
3754,Charlene Henderson,24,9.78
4508,Barbara Hogston,24,1.55
743,Mary Puentes,24,5.3
1763,Roy Rivas,24,1.12
1773,Juana Jarecki,24,1.76
3729,Susan Green,24,7.03
4154,Lisa Sampley,24,6.66
4632,Angela Rickert,24,9.39
1861,Mary Castillo,24,4.84
1870,Amanda Berkowitz,24,6.14
1707,Janet Mikes,24,8.59
4712,Martha Gaddy,24,4.39
1971,Jose Bryant,24,7.88
3577,Edith Brown,24,8.4
653,Marjorie Schulte,24,7.54
1978,Joshua Cox,24,3.52
292,Reuben Northey,24,7.25
3564,Lindsey Garcia,24,2.41
4716,Patricia Midden,24,2.61
1984,Joan Caravati,24,6.2
4195,Elizabeth Esparza,24,9.85
1989,Joan Grindle,24,4.22
1239,Kelly Gann,24,5.96
1238,Glen Rothman,24,7.3
2002,Mary Robertshaw,24,9.33
3548,David Nethercutt,24,9.81
3547,Samuel Smith,24,9.05
3540,Rebecca Gomez,24,6.84
3536,Erica Terrell,24,1.18
657,Lori Johnson,24,5.27
1957,Maria Ham,24,3.19
4677,Charles Mullins,24,9.19
1956,Danny Mccarthy,24,0.17
1874,Marcia Walker,24,9.41
2346,Donna Hartman,24,2.88
4172,Michael Gaskin,24,1.89
1891,Terrence Davis,24,0.24
1898,Andrew Lurry,24,3.89
690,David Miller,24,6.57
4683,Ronald Aguinaldo,24,4.65
902,Edward Vancleave,24,7.31
1909,Paul Greer,24,1.56
4176,Sanjuanita Davis,24,1.89
3621,John Simmons,24,7.97
3616,Matthew Chevas,24,8.8
677,Jason Villarreal,24,5.01
1935,Virgil Alexander,24,2.96
3603,Andrea Johnson,24,0.48
668,Katherine Roylance,24,3.04
4710,Jeanne Schlaefli,24,5.71
1709,Francisco Rich,24,4.28
225,Sylvia Pineda,24,9.77
3530,Aaron Nicoll,24,3.97
827,Patricia Whetstine,24,3.45
1490,Gregory Griffin,24,8.32
1491,Francis Odonnell,24,5.55
1495,John Novak,24,8.92
1374,Rosa Bernstein,24,2.13
3968,Joanne Horn,24,7.74
1506,Kathy Cutlip,24,2.2
3962,Elmer Dye,24,2.64
